Comment,Designator,Footprint,LCSC Part #
0.47R,R9,R0402,
1.3M,R14,R0402,
1M,R13 R19,R0402,
1k,R7,R0402,
1k65,R5,R0402,
1uF,C3,C0402K,
1uF,C7,C0603,
1uF,C8 C9 C10 C11 C12 C13 C14 C15 C16,C0402K,
2.2R,R12,R0402,
3k3,R11,R0402,
4 7uF,C5,C0603,C108344
4.7uF,C20,C0603,
5.1k,R15 R16,R0402,
5.8A/30V/35mÎ©,Q4,SOT23-3,C20917
10k,R1 R2 R3 R8 R17 R20,R0402,
10uF,C21,C0603,
22uF,C4 C17 C18 C19 C23 C26,C0603,
47uF,C2,C0603,C178330
68uH,L1,SMNR4020,C135265
100k,R4 R6 R18,R0402,
100n,C27 C28,C0402,
100nF,C1,C0603,
100nF,C6,C0402K,
100nF,C22,C0402,
330,R10,R0402,
AFC24-S24FIC-00,J5,FFC2B2824G,C262292
AO3401,Q3 Q5,SOT23,
AP2191WG-7,IC1,SOT25,C141321
BAT60B,D1 D2 D3,SOD323-R,C514095
CH9102F,IC3,QFN24-4X4,
EN button,RESET,TS1088R02026,C455280
ESP32-WROOM,ESP32,ESP32WROOM32D,C529578
HT7833,LDO,SOT23-5,
JST-PH-2/90SMD,BATTERY,S2B-PH-SM4,C47647
JST-SH-4P,J2,1X04_1MM_RA,C145956
JUMPER-SMT_2_NC_TRACE_SILK,ADC ADC-BATT,SMT-JUMPER_2_NC_TRACE_SILK,
MBR0530,D4 D5 D6,SOD123-F,
ME6211C33M5G,IC4,SOT23-5,
MMDT3904,Q1,SC70-6,C268586
POLIFUSE0500805L,F2,0805L,C66452
RED,CHARGING,CHIP-LED0603,C2286
S8050,Q2,SOT23-BEC,
TP4054,U1,SOT-23-5,C32574
USB-C_2-16PIN,J4,USBC_USB-C-16P-5,C2837092
USUP_SPI_CONNECTOR_VERT,J3,1X06_1MM_RA_VERT,C145963
